sample_id,true_label,true_label_name,predicted_label,predicted_label_name,entropy,confidence,margin,top2_class,top2_class_name,top2_prob,density_dist,is_correct,knowledge_gap,gap_explanation,learning_objective,objective_description,selected_strategy,strategy_reason,n_experiences
8258,5,Dog,5,Dog,0.769385,0.712725,0.490314,3,Cat,0.222411,17.140638,True,general_uncertainty,"Moderate uncertainty (0.769). Prediction was correct (predicted 'Dog', true 'Dog'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dog'.,8
42488,9,Truck,9,Truck,0.769486,0.792864,0.669712,3,Cat,0.123153,14.778691,True,general_uncertainty,"Moderate uncertainty (0.769). Prediction was correct (predicted 'Truck', true 'Truck'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Truck'.,8
39152,2,Bird,2,Bird,0.769534,0.524168,0.066414,4,Deer,0.457754,19.865290,True,decision_boundary_confusion,High entropy (0.770) with low decision margin (0.066). The model confuses 'Bird' with 'Deer' (p=0.458). The model's decision boundary between these two classes is weak.,increase_class_separation,Sharpen the decision boundary between the confused classes by presenting discriminative examples from both sides of the boundary.,COUNTEREXAMPLE,Objective 'increase_class_separation' requires exposing discriminative pairs. Counterexample Learning selected: will retrieve boundary examples from both 'Bird' (true class) and 'Deer' (confused class).,8
356,5,Dog,5,Dog,0.769677,0.776892,0.641156,3,Cat,0.135736,18.975281,True,general_uncertainty,"Moderate uncertainty (0.770). Prediction was correct (predicted 'Dog', true 'Dog'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dog'.,8
10367,5,Dog,5,Dog,0.769759,0.672211,0.376882,3,Cat,0.295328,14.820955,True,general_uncertainty,"Moderate uncertainty (0.770). Prediction was correct (predicted 'Dog', true 'Dog'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dog'.,8
3695,3,Cat,3,Cat,0.769808,0.772243,0.634643,6,Frog,0.137601,19.697748,True,general_uncertainty,"Moderate uncertainty (0.770). Prediction was correct (predicted 'Cat', true 'Cat'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Cat'.,8
4230,2,Bird,2,Bird,0.769959,0.746442,0.576616,0,Airplane,0.169826,21.063171,True,low_intra_class_diversity,Medium entropy (0.770) with sparse feature-space neighbourhood for 'Bird' (density_dist=21.063 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Bird'.,8
3045,2,Bird,2,Bird,0.770127,0.690322,0.422033,5,Dog,0.268289,30.128181,True,low_intra_class_diversity,Medium entropy (0.770) with sparse feature-space neighbourhood for 'Bird' (density_dist=30.128 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Bird'.,8
4353,3,Cat,3,Cat,0.770233,0.562863,0.142651,4,Deer,0.420212,18.639380,True,decision_boundary_confusion,High entropy (0.770) with low decision margin (0.143). The model confuses 'Cat' with 'Deer' (p=0.420). The model's decision boundary between these two classes is weak.,increase_class_separation,Sharpen the decision boundary between the confused classes by presenting discriminative examples from both sides of the boundary.,COUNTEREXAMPLE,Objective 'increase_class_separation' requires exposing discriminative pairs. Counterexample Learning selected: will retrieve boundary examples from both 'Cat' (true class) and 'Deer' (confused class).,8
30567,2,Bird,2,Bird,0.770286,0.696288,0.427198,4,Deer,0.269090,23.959042,True,low_intra_class_diversity,Medium entropy (0.770) with sparse feature-space neighbourhood for 'Bird' (density_dist=23.959 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Bird'.,8
17778,3,Cat,3,Cat,0.770440,0.699361,0.458072,6,Frog,0.241289,15.432740,True,general_uncertainty,"Moderate uncertainty (0.770). Prediction was correct (predicted 'Cat', true 'Cat'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Cat'.,8
9759,6,Frog,6,Frog,0.770446,0.798320,0.711114,4,Deer,0.087206,13.464812,True,general_uncertainty,"Moderate uncertainty (0.770). Prediction was correct (predicted 'Frog', true 'Frog'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Frog'.,8
23700,5,Dog,3,Cat,0.770489,0.691421,0.425657,5,Dog,0.265764,19.457701,False,general_uncertainty,"Moderate uncertainty (0.770). Prediction was incorrect (predicted 'Cat', true 'Dog'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dog'.,8
22821,5,Dog,5,Dog,0.770544,0.773791,0.636222,7,Horse,0.137568,23.782059,True,low_intra_class_diversity,Medium entropy (0.771) with sparse feature-space neighbourhood for 'Dog' (density_dist=23.782 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dog'.,8
21915,0,Airplane,0,Airplane,0.770554,0.778345,0.629878,2,Bird,0.148467,19.227131,True,general_uncertainty,"Moderate uncertainty (0.771). Prediction was correct (predicted 'Airplane', true 'Airplane'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Airplane'.,8
16605,6,Frog,6,Frog,0.770560,0.789318,0.665927,4,Deer,0.123391,19.835432,True,general_uncertainty,"Moderate uncertainty (0.771). Prediction was correct (predicted 'Frog', true 'Frog'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Frog'.,8
16447,7,Horse,7,Horse,0.770563,0.791851,0.678183,3,Cat,0.113669,17.902557,True,general_uncertainty,"Moderate uncertainty (0.771). Prediction was correct (predicted 'Horse', true 'Horse'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Horse'.,8
22224,0,Airplane,0,Airplane,0.770706,0.590570,0.197681,2,Bird,0.392888,15.327265,True,decision_boundary_confusion,High entropy (0.771) with low decision margin (0.198). The model confuses 'Airplane' with 'Bird' (p=0.393). The model's decision boundary between these two classes is weak.,increase_class_separation,Sharpen the decision boundary between the confused classes by presenting discriminative examples from both sides of the boundary.,COUNTEREXAMPLE,Objective 'increase_class_separation' requires exposing discriminative pairs. Counterexample Learning selected: will retrieve boundary examples from both 'Airplane' (true class) and 'Bird' (confused class).,8
20446,3,Cat,3,Cat,0.770713,0.751034,0.565029,4,Deer,0.186005,15.602649,True,general_uncertainty,"Moderate uncertainty (0.771). Prediction was correct (predicted 'Cat', true 'Cat'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Cat'.,8
32658,4,Deer,4,Deer,0.770772,0.805720,0.721986,6,Frog,0.083734,14.473927,True,general_uncertainty,"Moderate uncertainty (0.771). Prediction was correct (predicted 'Deer', true 'Deer'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Deer'.,8
34247,7,Horse,7,Horse,0.770848,0.740027,0.534208,5,Dog,0.205819,21.137327,True,low_intra_class_diversity,Medium entropy (0.771) with sparse feature-space neighbourhood for 'Horse' (density_dist=21.137 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Horse'.,8
23899,7,Horse,7,Horse,0.770858,0.746379,0.592265,3,Cat,0.154114,26.541727,True,low_intra_class_diversity,Medium entropy (0.771) with sparse feature-space neighbourhood for 'Horse' (density_dist=26.542 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Horse'.,8
33769,4,Deer,4,Deer,0.770917,0.704298,0.450823,6,Frog,0.253476,14.453313,True,general_uncertainty,"Moderate uncertainty (0.771). Prediction was correct (predicted 'Deer', true 'Deer'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Deer'.,8
16229,5,Dog,5,Dog,0.770929,0.765433,0.596166,3,Cat,0.169267,21.213066,True,low_intra_class_diversity,Medium entropy (0.771) with sparse feature-space neighbourhood for 'Dog' (density_dist=21.213 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dog'.,8
8516,2,Bird,2,Bird,0.770941,0.791739,0.677520,3,Cat,0.114220,17.328964,True,general_uncertainty,"Moderate uncertainty (0.771). Prediction was correct (predicted 'Bird', true 'Bird'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Bird'.,8
13103,5,Dog,5,Dog,0.771025,0.804768,0.709705,3,Cat,0.095064,15.078078,True,general_uncertainty,"Moderate uncertainty (0.771). Prediction was correct (predicted 'Dog', true 'Dog'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dog'.,8
21489,2,Bird,2,Bird,0.771037,0.699758,0.456343,0,Airplane,0.243415,26.042267,True,low_intra_class_diversity,Medium entropy (0.771) with sparse feature-space neighbourhood for 'Bird' (density_dist=26.042 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Bird'.,8
31844,5,Dog,5,Dog,0.771046,0.723650,0.493421,3,Cat,0.230229,17.200581,True,general_uncertainty,"Moderate uncertainty (0.771). Prediction was correct (predicted 'Dog', true 'Dog'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dog'.,8
34792,9,Truck,9,Truck,0.771109,0.684714,0.405326,1,Automobile,0.279388,20.101229,True,general_uncertainty,"Moderate uncertainty (0.771). Prediction was correct (predicted 'Truck', true 'Truck'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Truck'.,8
16176,8,Ship,8,Ship,0.771274,0.742456,0.551644,0,Airplane,0.190811,16.631952,True,general_uncertainty,"Moderate uncertainty (0.771). Prediction was correct (predicted 'Ship', true 'Ship'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Ship'.,8
1762,3,Cat,3,Cat,0.771395,0.755785,0.573150,2,Bird,0.182634,17.753407,True,general_uncertainty,"Moderate uncertainty (0.771). Prediction was correct (predicted 'Cat', true 'Cat'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Cat'.,8
9067,6,Frog,6,Frog,0.771414,0.589019,0.196589,8,Ship,0.392430,19.177732,True,decision_boundary_confusion,High entropy (0.771) with low decision margin (0.197). The model confuses 'Frog' with 'Ship' (p=0.392). The model's decision boundary between these two classes is weak.,increase_class_separation,Sharpen the decision boundary between the confused classes by presenting discriminative examples from both sides of the boundary.,COUNTEREXAMPLE,Objective 'increase_class_separation' requires exposing discriminative pairs. Counterexample Learning selected: will retrieve boundary examples from both 'Frog' (true class) and 'Ship' (confused class).,8
15934,5,Dog,5,Dog,0.771522,0.652452,0.339196,3,Cat,0.313256,22.633965,True,low_intra_class_diversity,Medium entropy (0.772) with sparse feature-space neighbourhood for 'Dog' (density_dist=22.634 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dog'.,8
37963,6,Frog,6,Frog,0.771577,0.800917,0.729921,5,Dog,0.070995,17.371950,True,general_uncertainty,"Moderate uncertainty (0.772). Prediction was correct (predicted 'Frog', true 'Frog'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Frog'.,8
6819,2,Bird,2,Bird,0.771773,0.588916,0.197964,4,Deer,0.390952,17.888660,True,decision_boundary_confusion,High entropy (0.772) with low decision margin (0.198). The model confuses 'Bird' with 'Deer' (p=0.391). The model's decision boundary between these two classes is weak.,increase_class_separation,Sharpen the decision boundary between the confused classes by presenting discriminative examples from both sides of the boundary.,COUNTEREXAMPLE,Objective 'increase_class_separation' requires exposing discriminative pairs. Counterexample Learning selected: will retrieve boundary examples from both 'Bird' (true class) and 'Deer' (confused class).,8
20749,2,Bird,2,Bird,0.771787,0.743436,0.556403,6,Frog,0.187033,17.950792,True,general_uncertainty,"Moderate uncertainty (0.772). Prediction was correct (predicted 'Bird', true 'Bird'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Bird'.,8
25790,5,Dog,3,Cat,0.771819,0.770820,0.650361,5,Dog,0.120459,21.512705,False,low_intra_class_diversity,Medium entropy (0.772) with sparse feature-space neighbourhood for 'Dog' (density_dist=21.513 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dog'.,8
28371,4,Deer,0,Airplane,0.771934,0.546157,0.109409,4,Deer,0.436748,23.925138,False,decision_boundary_confusion,High entropy (0.772) with low decision margin (0.109). The model confuses 'Deer' with 'Deer' (p=0.437). The model's decision boundary between these two classes is weak.,increase_class_separation,Sharpen the decision boundary between the confused classes by presenting discriminative examples from both sides of the boundary.,COUNTEREXAMPLE,Objective 'increase_class_separation' requires exposing discriminative pairs. Counterexample Learning selected: will retrieve boundary examples from both 'Deer' (true class) and 'Deer' (confused class).,8
6297,2,Bird,2,Bird,0.771958,0.771445,0.631835,6,Frog,0.139610,16.472662,True,general_uncertainty,"Moderate uncertainty (0.772). Prediction was correct (predicted 'Bird', true 'Bird'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Bird'.,8
39883,2,Bird,2,Bird,0.772093,0.829066,0.771297,1,Automobile,0.057769,19.304914,True,general_uncertainty,"Moderate uncertainty (0.772). Prediction was correct (predicted 'Bird', true 'Bird'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Bird'.,8
39096,7,Horse,7,Horse,0.772147,0.793015,0.704794,3,Cat,0.088221,18.984045,True,general_uncertainty,"Moderate uncertainty (0.772). Prediction was correct (predicted 'Horse', true 'Horse'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Horse'.,8
2183,9,Truck,9,Truck,0.772161,0.708898,0.473922,1,Automobile,0.234976,21.931854,True,low_intra_class_diversity,Medium entropy (0.772) with sparse feature-space neighbourhood for 'Truck' (density_dist=21.932 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Truck'.,8
17489,7,Horse,7,Horse,0.772181,0.770111,0.646439,0,Airplane,0.123672,27.189503,True,low_intra_class_diversity,Medium entropy (0.772) with sparse feature-space neighbourhood for 'Horse' (density_dist=27.190 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Horse'.,8
8501,6,Frog,6,Frog,0.772207,0.752491,0.589069,2,Bird,0.163422,22.903961,True,low_intra_class_diversity,Medium entropy (0.772) with sparse feature-space neighbourhood for 'Frog' (density_dist=22.904 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Frog'.,8
32210,5,Dog,5,Dog,0.772241,0.751870,0.565211,3,Cat,0.186659,20.960197,True,low_intra_class_diversity,Medium entropy (0.772) with sparse feature-space neighbourhood for 'Dog' (density_dist=20.960 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dog'.,8
15541,0,Airplane,0,Airplane,0.772403,0.696643,0.455145,8,Ship,0.241497,24.565674,True,low_intra_class_diversity,Medium entropy (0.772) with sparse feature-space neighbourhood for 'Airplane' (density_dist=24.566 > threshold 20.299). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Airplane'.,8
