sample_id,true_label,predicted_label,confidence,predictive_entropy,correct_prediction
244,2,2,0.841032,0.629891,True
245,5,5,0.919286,0.328218,True
246,1,1,0.968336,0.186979,True
247,0,0,0.999811,0.002047,True
248,0,0,0.987494,0.076966,True
249,6,6,0.998342,0.014178,True
250,6,6,1.000000,0.000000,True
251,9,9,0.970528,0.159157,True
252,8,8,1.000000,0.000001,True
253,4,4,0.964766,0.156738,True
254,7,7,0.934903,0.360162,True
255,7,7,0.903302,0.478516,True
256,2,5,0.387680,1.302266,False
257,9,9,0.937771,0.299754,True
258,4,4,0.999086,0.007619,True
259,8,8,0.998692,0.010454,True
260,7,7,0.590388,1.210426,True
261,1,1,0.805645,0.562907,True
262,4,4,0.985331,0.092781,True
263,3,3,0.993798,0.044110,True
264,0,0,0.999202,0.006823,True
265,6,6,0.915838,0.364404,True
266,0,0,0.999064,0.008022,True
267,8,8,0.997646,0.016625,True
268,8,8,0.999766,0.002331,True
269,2,2,0.579207,1.026117,True
270,6,6,1.000000,0.000000,True
271,1,1,0.770892,0.761287,True
272,5,5,0.943807,0.216536,True
273,7,7,0.639551,1.045746,True
274,6,6,0.992023,0.052582,True
275,1,1,0.623417,1.091993,True
276,9,9,0.907021,0.446122,True
277,2,2,0.830122,0.560676,True
278,1,1,0.967661,0.143668,True
279,5,5,0.572739,1.290286,True
280,1,1,0.977046,0.125394,True
281,3,3,0.919656,0.356265,True
282,6,6,0.910030,0.403479,True
283,5,5,0.896186,0.437679,True
284,3,3,0.975453,0.135532,True
285,3,3,0.955685,0.210768,True
286,9,9,0.999661,0.003106,True
287,0,0,0.961524,0.196535,True
288,3,3,0.943942,0.300151,True
289,5,5,0.941522,0.262599,True
290,0,0,0.991203,0.056705,True
291,4,4,0.864773,0.580664,True
292,7,7,0.904340,0.376753,True
293,0,0,0.914085,0.334309,True
294,2,2,0.913327,0.400998,True
295,3,3,0.544068,1.423167,True
296,3,5,0.601774,0.674676,False
297,0,0,0.818775,0.685273,True
298,0,0,0.992337,0.053359,True
299,7,7,0.999957,0.000478,True
300,3,3,0.797360,0.661144,True
301,3,3,0.518539,1.259583,True
302,2,2,0.929897,0.318317,True
303,6,6,0.994845,0.033973,True
304,5,5,0.628504,0.910058,True
305,8,8,0.988515,0.068850,True
306,5,5,0.879643,0.548881,True
307,9,9,0.964445,0.221427,True
308,5,5,0.553881,1.402273,True
309,4,4,0.994146,0.037966,True
310,1,1,0.998044,0.014213,True
311,9,9,0.957572,0.192334,True
312,5,5,0.916426,0.358569,True
313,9,9,0.840570,0.463473,True
314,0,0,0.987333,0.082757,True
315,3,3,0.855862,0.551403,True
316,7,7,0.992456,0.046750,True
317,1,1,0.982282,0.096861,True
318,6,6,0.873291,0.414944,True
319,1,1,0.999986,0.000187,True
320,8,8,0.897447,0.393730,True
321,5,5,0.978914,0.114748,True
322,7,7,0.933908,0.260320,True
323,6,6,0.999994,0.000079,True
324,7,7,0.967525,0.162799,True
325,8,8,0.990905,0.058687,True
326,7,7,0.855374,0.605410,True
327,6,6,0.799109,0.532843,True
328,0,0,0.999992,0.000115,True
329,5,5,0.965271,0.181820,True
330,6,6,0.983590,0.085072,True
331,8,8,0.980351,0.097450,True
332,9,9,0.899727,0.408391,True
333,6,6,0.960333,0.184263,True
334,5,5,0.954445,0.216470,True
335,0,0,0.999251,0.006164,True
336,2,2,0.864094,0.460302,True
337,7,7,0.999998,0.000026,True
338,7,7,0.999963,0.000446,True
339,7,7,0.997134,0.021648,True
340,8,8,1.000000,0.000002,True
341,4,4,0.979925,0.118107,True
342,6,6,0.957748,0.208284,True
343,2,2,0.948504,0.216756,True
344,2,2,0.935497,0.288375,True
345,7,7,0.895642,0.454801,True
346,4,4,0.885303,0.365096,True
347,4,4,0.951068,0.251679,True
348,3,3,0.995740,0.030714,True
349,5,5,0.936615,0.237466,True
350,5,5,0.845309,0.674056,True
351,4,4,0.909471,0.388777,True
352,8,8,0.985517,0.092465,True
353,9,9,0.999389,0.005520,True
354,1,1,1.000000,0.000002,True
355,5,5,0.705053,0.797408,True
356,5,5,0.776892,0.769677,True
357,2,2,0.925775,0.365677,True
358,1,1,0.997226,0.021546,True
359,0,0,0.965624,0.162390,True
360,8,8,0.997678,0.016408,True
361,8,8,0.994494,0.039018,True
362,3,3,0.923769,0.405854,True
363,4,4,0.998164,0.014373,True
364,0,0,0.977235,0.108631,True
365,0,0,0.775580,0.823722,True
366,6,6,0.996770,0.024406,True
367,3,3,0.776545,0.616163,True
368,3,3,0.949651,0.201313,True
369,2,2,0.851414,0.516501,True
370,8,8,0.948270,0.237692,True
371,8,8,0.999994,0.000087,True
372,0,0,0.997900,0.017749,True
373,7,7,0.996090,0.029067,True
374,8,8,0.982491,0.099979,True
375,0,0,0.975754,0.115769,True
376,3,3,0.751985,0.920520,True
377,2,2,0.752570,0.867398,True
378,2,2,0.765474,0.753177,True
379,1,1,0.582693,1.167124,True
380,7,7,0.976846,0.136114,True
381,6,6,0.999999,0.000019,True
382,5,5,0.553353,0.911555,True
383,2,2,0.752838,0.697884,True
384,9,9,0.999890,0.001142,True
385,2,2,0.934956,0.257826,True
386,1,1,0.983444,0.096644,True
387,2,2,0.936427,0.295110,True
388,2,2,0.975524,0.148834,True
389,6,6,0.994241,0.038757,True
390,6,6,0.997670,0.019032,True
391,4,4,0.943513,0.254697,True
392,8,8,0.869964,0.475495,True
393,8,8,0.966416,0.183120,True
394,2,2,0.883606,0.481373,True
395,4,4,0.939384,0.276762,True
396,4,4,0.981040,0.107718,True
397,0,0,0.979908,0.124304,True
398,3,3,0.379168,1.478654,True
399,3,3,0.986246,0.091254,True
400,8,8,0.986524,0.085997,True
401,1,1,0.988609,0.071005,True
402,1,1,0.941083,0.247239,True
403,4,4,0.821988,0.619337,True
404,8,8,0.888408,0.435755,True
405,1,1,0.999978,0.000260,True
406,0,0,0.983166,0.099747,True
407,2,2,0.777033,0.793896,True
408,4,4,0.888899,0.476387,True
409,9,9,0.973623,0.162523,True
410,5,5,0.667093,0.993535,True
411,8,8,0.977901,0.117719,True
412,7,7,0.900235,0.327763,True
413,4,4,0.965356,0.186614,True
414,2,2,0.551894,0.726453,True
415,0,0,0.944840,0.280949,True
416,4,4,0.992791,0.053241,True
417,7,7,0.842318,0.588627,True
418,7,7,0.986994,0.070295,True
419,2,2,0.982806,0.109841,True
420,1,1,0.998972,0.008411,True
421,1,1,0.996090,0.025847,True
422,2,2,0.973732,0.143340,True
423,9,9,0.999992,0.000101,True
424,0,0,1.000000,0.000000,True
425,5,5,0.747568,0.765994,True
426,1,1,0.998111,0.016067,True
427,0,0,0.999813,0.001955,True
428,9,9,0.757692,0.695468,True
429,1,1,0.999893,0.001083,True
430,3,3,0.890661,0.475709,True
431,0,0,0.998022,0.015690,True
432,2,2,0.836626,0.621082,True
433,9,9,0.999863,0.001462,True
434,5,5,0.893997,0.406965,True
435,7,7,0.968968,0.165164,True
436,9,9,0.997619,0.017290,True
437,3,3,0.976560,0.135880,True
438,4,4,0.990686,0.054940,True
439,8,8,0.999478,0.004593,True
440,0,0,0.871955,0.589660,True
441,6,6,0.868527,0.463978,True
442,7,7,0.612731,0.985108,True
443,4,4,0.590846,0.919333,True
444,6,6,0.993097,0.046217,True
445,2,2,0.986857,0.081500,True
446,8,8,0.649472,0.650975,True
447,6,6,0.912436,0.350584,True
448,6,6,0.999454,0.004646,True
449,4,4,0.545865,0.844906,True
450,8,8,0.958331,0.201296,True
451,7,7,0.999543,0.004220,True
452,4,4,0.979587,0.113282,True
453,0,0,0.996323,0.026308,True
454,2,2,0.733003,0.687026,True
455,8,8,0.856860,0.551949,True
456,4,4,0.999315,0.006417,True
457,2,2,0.754036,0.725253,True
458,5,5,0.948960,0.222839,True
459,9,9,0.612679,1.156805,True
460,7,7,0.907196,0.409396,True
461,3,3,0.966180,0.166216,True
462,8,8,0.991703,0.054771,True
463,8,8,0.854638,0.415419,True
464,8,8,0.999997,0.000045,True
465,5,5,0.593934,0.899892,True
466,9,9,0.921405,0.397108,True
467,2,2,0.999808,0.002077,True
468,7,7,0.884706,0.437851,True
469,9,9,0.955388,0.193073,True
470,0,0,0.999537,0.004194,True
471,1,1,0.996595,0.025403,True
472,0,0,0.970585,0.149630,True
473,0,0,0.856357,0.459748,True
474,7,7,0.834645,0.540313,True
475,4,3,0.504181,1.260144,False
476,5,5,0.982632,0.095076,True
477,6,6,0.976912,0.132589,True
478,5,3,0.553631,0.824157,False
479,5,5,0.714175,0.902467,True
480,8,8,0.978516,0.138079,True
481,0,0,0.874912,0.450005,True
482,4,4,0.999006,0.008239,True
483,2,2,0.690157,1.083346,True
484,4,4,0.617008,0.799192,True
485,9,9,0.967077,0.183007,True
486,4,4,0.442453,1.268930,True
487,3,3,0.775044,0.699529,True
488,8,8,0.997363,0.021460,True
489,8,8,0.988207,0.078576,True
490,1,1,0.920116,0.313290,True
491,0,0,0.988532,0.062642,True
492,2,2,0.537080,0.956081,True
493,9,9,0.957132,0.228380,True
494,5,5,0.810837,0.689463,True
495,1,1,0.709521,0.815112,True
496,6,6,0.758067,0.746494,True
497,2,2,0.879834,0.373610,True
498,1,1,0.999993,0.000093,True
499,4,4,0.822065,0.484700,True
500,4,4,0.744232,0.625524,True
501,9,9,0.990625,0.063348,True
502,1,1,0.999995,0.000076,True
503,7,7,0.986885,0.080888,True
504,5,5,0.999695,0.002963,True
505,1,1,0.796400,0.671975,True
506,7,7,0.912844,0.378929,True
507,2,2,0.998075,0.015957,True
508,7,7,0.999984,0.000200,True
509,8,8,0.992901,0.044016,True
510,7,7,0.762322,0.753791,True
511,8,8,0.999997,0.000036,True
512,0,0,0.994805,0.034119,True
513,1,1,0.999197,0.006527,True
514,5,5,0.701434,0.831234,True
515,2,2,0.839231,0.598037,True
516,5,5,0.859184,0.407094,True
517,8,8,0.997100,0.020483,True
518,7,7,0.999985,0.000195,True
519,2,2,0.952630,0.243875,True
520,9,9,0.976138,0.135775,True
521,8,0,0.639555,0.746858,False
522,2,2,0.926983,0.331221,True
523,1,1,0.994620,0.033480,True
524,5,5,0.650885,1.091782,True
525,1,1,0.649959,0.853763,True
526,5,5,0.501420,1.337415,True
527,4,4,0.967220,0.178288,True
528,1,1,0.997635,0.017365,True
529,1,1,0.999615,0.003711,True
530,2,2,0.871232,0.533364,True
531,6,6,0.826115,0.550327,True
532,1,1,0.734708,0.902882,True
533,1,1,0.954250,0.236808,True
534,3,3,0.958570,0.211877,True
535,6,6,0.999984,0.000212,True
536,6,6,0.988338,0.079263,True
537,4,4,0.801862,0.544645,True
538,6,6,0.995724,0.028856,True
539,5,5,0.892593,0.503997,True
540,6,6,0.839299,0.584213,True
541,3,3,0.893040,0.391328,True
542,8,8,0.999128,0.007967,True
543,6,6,0.624803,1.012556,True
544,2,2,0.907623,0.426300,True
545,5,5,0.936266,0.250674,True
546,8,8,0.987189,0.069818,True
547,4,4,0.994713,0.039279,True
548,7,4,0.508561,0.697336,False
549,3,3,0.989647,0.069538,True
550,0,0,0.986608,0.071265,True
551,7,7,0.845545,0.457363,True
552,5,5,0.780198,0.779732,True
553,6,6,0.999043,0.008196,True
554,0,0,0.999951,0.000579,True
555,1,1,0.926818,0.261793,True
556,5,5,0.748169,0.865691,True
557,4,4,0.999981,0.000225,True
558,5,5,0.947847,0.259057,True
559,2,2,0.646342,0.693194,True
560,8,8,0.993933,0.041168,True
561,0,0,0.975728,0.135692,True
562,6,6,0.995011,0.036291,True
563,0,0,0.982056,0.115638,True
564,4,4,0.871526,0.514557,True
565,4,4,0.781687,0.872742,True
566,4,4,0.989592,0.067659,True
567,6,6,0.797023,0.668787,True
568,6,6,0.999056,0.008750,True
569,1,1,0.999993,0.000087,True
570,0,0,0.932581,0.272890,True
571,7,7,0.626441,0.853414,True
572,4,4,0.852127,0.461962,True
573,3,3,0.701357,0.750065,True
574,1,1,0.984590,0.079593,True
575,6,6,0.999982,0.000221,True
576,5,5,0.988829,0.066418,True
577,1,1,0.997973,0.014798,True
578,7,7,1.000000,0.000003,True
579,0,0,0.672044,1.106678,True
580,7,7,0.941706,0.242133,True
581,1,1,0.993558,0.041762,True
582,9,9,0.815728,0.532771,True
583,2,2,0.959103,0.189118,True
584,9,9,0.898556,0.460072,True
585,7,7,0.996955,0.024015,True
586,0,0,0.982511,0.099965,True
587,0,0,0.951788,0.224428,True
588,3,3,0.943529,0.217320,True
589,6,6,0.972205,0.163600,True
590,0,0,0.999444,0.005198,True
591,0,0,0.727055,0.871204,True
592,4,4,0.987275,0.080692,True
593,3,3,0.974465,0.119870,True
594,7,7,0.974873,0.118086,True
595,0,0,0.963499,0.163015,True
596,3,3,0.706212,0.744273,True
597,4,4,0.995545,0.028591,True
598,0,0,0.983669,0.095124,True
599,2,2,0.897261,0.453644,True
600,3,3,0.941153,0.302759,True
601,2,2,0.527063,0.872978,True
602,2,2,0.659400,1.051209,True
603,3,3,0.855174,0.586540,True
604,0,0,0.842948,0.548627,True
605,6,4,0.457474,1.063215,False
606,5,5,0.879323,0.449850,True
607,4,4,0.808161,0.707056,True
608,5,5,0.550479,1.280477,True
609,3,3,0.943368,0.257478,True
610,3,3,0.969994,0.156864,True
611,8,8,0.894450,0.473173,True
612,4,4,0.802205,0.719369,True
613,1,1,0.834956,0.701442,True
614,6,6,0.997693,0.017543,True
615,6,6,0.977557,0.122477,True
616,0,0,0.695569,1.089027,True
617,4,4,0.957850,0.221238,True
618,4,4,0.982388,0.102134,True
619,9,9,0.994840,0.032452,True
620,8,8,0.998538,0.012008,True
621,5,5,0.796461,0.721639,True
622,2,2,0.902964,0.431955,True
623,6,6,0.995607,0.030614,True
624,1,1,0.970782,0.133881,True
625,5,5,0.928763,0.256838,True
626,2,2,0.882900,0.433695,True
627,1,1,0.452844,1.270253,True
628,5,5,0.985821,0.079303,True
629,6,6,0.999465,0.004952,True
630,6,6,0.852416,0.502284,True
631,6,6,0.668727,0.801891,True
632,5,5,0.999388,0.005290,True
633,8,8,0.911848,0.302493,True
634,0,0,0.999635,0.003477,True
635,5,5,0.732717,0.752381,True
636,9,9,0.991378,0.051410,True
637,1,1,0.996978,0.023865,True
638,5,5,0.924757,0.280631,True
639,2,2,0.998596,0.012229,True
640,9,9,0.935495,0.244147,True
641,3,3,0.966664,0.178665,True
642,7,7,0.998979,0.008229,True
643,7,2,0.449344,1.245732,False
644,4,4,0.934702,0.256195,True
645,9,9,0.961242,0.205304,True
646,8,8,0.983116,0.086035,True
647,7,7,0.969579,0.159828,True
648,2,2,0.984148,0.098190,True
649,5,5,0.970534,0.151682,True
650,7,7,0.817039,0.729558,True
651,0,0,0.986887,0.076641,True
652,8,8,0.997487,0.019406,True
653,2,2,0.952633,0.240170,True
654,8,8,0.999603,0.003963,True
655,3,3,0.784198,0.806381,True
656,5,5,0.856458,0.593026,True
657,3,3,0.926882,0.292051,True
658,7,7,0.999218,0.007064,True
659,6,6,0.993917,0.037444,True
660,8,8,0.712344,0.883552,True
661,2,2,0.785923,0.731389,True
662,9,9,0.980163,0.098291,True
663,7,7,0.729856,0.936391,True
664,0,0,0.999788,0.002192,True
665,1,1,0.999857,0.001432,True
666,0,0,0.952915,0.207328,True
667,1,1,0.992782,0.042786,True
668,1,1,0.689607,0.788721,True
669,7,7,0.998728,0.009752,True
670,1,1,0.976733,0.110494,True
671,0,0,0.997521,0.019051,True
672,5,5,0.773164,0.556175,True
673,2,2,0.919919,0.359713,True
674,6,6,0.791393,0.702100,True
675,8,8,0.999986,0.000178,True
676,4,4,0.823313,0.585257,True
677,3,3,0.997017,0.021602,True
678,4,4,0.778733,0.651966,True
679,2,2,0.841751,0.577541,True
680,7,7,0.991844,0.050646,True
681,3,3,0.805087,0.715295,True
682,3,3,0.947577,0.267551,True
683,3,3,0.867159,0.608451,True
684,2,2,0.991048,0.059334,True
685,6,6,0.976880,0.134586,True
686,9,9,0.999863,0.001361,True
687,7,7,0.965985,0.161697,True
688,8,8,0.905972,0.324817,True
689,9,9,0.871396,0.577042,True
690,3,3,0.970657,0.148271,True
691,5,5,0.748213,0.795718,True
692,7,7,0.969634,0.136220,True
693,7,7,0.999995,0.000063,True
694,3,3,0.794882,0.681142,True
695,4,4,0.991245,0.062853,True
696,2,2,0.876004,0.515250,True
697,2,2,0.965756,0.187307,True
698,0,0,0.909109,0.375233,True
699,4,4,0.951959,0.244802,True
700,7,7,0.999173,0.007345,True
701,9,9,0.996485,0.023379,True
702,5,5,0.763220,0.743673,True
703,8,8,0.999985,0.000190,True
704,4,4,0.994993,0.035056,True
705,3,3,0.952893,0.257550,True
706,4,4,0.980036,0.123263,True
707,9,9,0.992070,0.046751,True
708,8,8,0.999415,0.005616,True
709,9,9,0.900781,0.326771,True
710,2,2,0.953592,0.198083,True
711,6,6,0.933676,0.305260,True
712,2,2,0.723211,0.893483,True
713,4,4,0.869036,0.459213,True
714,6,6,0.975659,0.138281,True
715,7,7,0.895793,0.511936,True
716,5,5,0.926131,0.281584,True
717,9,9,0.979834,0.126716,True
718,0,0,0.964885,0.168422,True
719,9,9,0.999676,0.003089,True
720,7,7,0.988002,0.072521,True
721,4,4,0.998842,0.010385,True
722,6,6,0.993467,0.044872,True
723,0,0,0.960407,0.178245,True
724,9,9,0.999745,0.002539,True
725,1,1,0.999515,0.004595,True
726,6,6,0.908363,0.352216,True
727,4,4,0.843615,0.602855,True
728,1,1,0.965847,0.169253,True
729,3,3,0.965286,0.162381,True
730,3,3,0.938772,0.273256,True
731,7,7,0.688821,0.957524,True
732,3,3,0.938611,0.281757,True
733,7,7,0.999212,0.006804,True
734,6,6,0.999984,0.000209,True
735,9,9,0.997519,0.017758,True
736,6,6,0.862085,0.406796,True
737,1,1,0.965801,0.149077,True
738,3,3,0.863477,0.589413,True
739,5,5,0.943628,0.292292,True
740,8,8,0.999798,0.001923,True
741,7,7,0.996231,0.030794,True
742,8,8,0.997929,0.015793,True
743,4,4,0.936947,0.334678,True
744,1,1,0.969682,0.156796,True
745,8,8,0.991815,0.049347,True
746,4,4,0.879257,0.526892,True
747,2,2,0.577666,0.819417,True
748,9,9,0.993511,0.041062,True
749,7,7,0.999999,0.000010,True
750,0,0,0.870975,0.384876,True
751,1,1,0.999753,0.002297,True
752,4,4,0.954964,0.221582,True
753,4,4,0.829571,0.560617,True
754,6,6,0.933449,0.303479,True
755,0,0,0.855774,0.532965,True
756,3,3,0.966834,0.150065,True
757,7,7,0.953298,0.215375,True
758,8,8,0.999997,0.000040,True
759,0,0,0.942653,0.265891,True
760,9,9,0.987585,0.085971,True
761,7,7,0.999771,0.002406,True
762,4,4,0.908649,0.366993,True
763,5,6,0.423370,1.149697,False
764,1,1,0.968144,0.150651,True
765,5,5,0.899453,0.354066,True
766,9,9,0.993612,0.042803,True
767,5,5,0.909834,0.399669,True
768,1,1,0.999892,0.001105,True
769,0,0,0.999150,0.006984,True
770,9,9,0.987585,0.066826,True
771,2,2,0.705867,0.846722,True
772,5,5,0.686955,0.987810,True
773,5,5,0.816285,0.553385,True
