sample_id,true_label,true_label_name,predicted_label,predicted_label_name,entropy,confidence,margin,top2_class,top2_class_name,top2_prob,density_dist,is_correct,knowledge_gap,gap_explanation,learning_objective,objective_description,selected_strategy,strategy_reason,n_experiences
39505,0,T-shirt/top,0,T-shirt/top,0.553631,0.771284,0.545084,6,Shirt,0.226200,7.192037,True,general_uncertainty,"Moderate uncertainty (0.554). Prediction was correct (predicted 'T-shirt/top', true 'T-shirt/top'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'T-shirt/top'.,8
53296,0,T-shirt/top,0,T-shirt/top,0.553707,0.758078,0.516195,6,Shirt,0.241883,9.296740,True,low_intra_class_diversity,Medium entropy (0.554) with sparse feature-space neighbourhood for 'T-shirt/top' (density_dist=9.297 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'T-shirt/top'.,8
29477,6,Shirt,6,Shirt,0.553725,0.767808,0.537364,2,Pullover,0.230444,8.254806,True,general_uncertainty,"Moderate uncertainty (0.554). Prediction was correct (predicted 'Shirt', true 'Shirt'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Shirt'.,8
15493,6,Shirt,4,Coat,0.553763,0.839794,0.743816,6,Shirt,0.095977,6.787732,False,general_uncertainty,"Moderate uncertainty (0.554). Prediction was incorrect (predicted 'Coat', true 'Shirt'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Shirt'.,8
47890,0,T-shirt/top,0,T-shirt/top,0.553864,0.832659,0.690738,6,Shirt,0.141921,7.458062,True,general_uncertainty,"Moderate uncertainty (0.554). Prediction was correct (predicted 'T-shirt/top', true 'T-shirt/top'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'T-shirt/top'.,8
18274,0,T-shirt/top,0,T-shirt/top,0.553926,0.765286,0.532030,6,Shirt,0.233255,8.919072,True,general_uncertainty,"Moderate uncertainty (0.554). Prediction was correct (predicted 'T-shirt/top', true 'T-shirt/top'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'T-shirt/top'.,8
6354,6,Shirt,6,Shirt,0.554130,0.782247,0.570822,4,Coat,0.211426,8.640564,True,general_uncertainty,"Moderate uncertainty (0.554). Prediction was correct (predicted 'Shirt', true 'Shirt'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Shirt'.,8
35109,3,Dress,3,Dress,0.554263,0.830401,0.689019,6,Shirt,0.141382,7.143984,True,general_uncertainty,"Moderate uncertainty (0.554). Prediction was correct (predicted 'Dress', true 'Dress'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dress'.,8
48975,2,Pullover,2,Pullover,0.554293,0.842771,0.755417,4,Coat,0.087355,8.421323,True,general_uncertainty,"Moderate uncertainty (0.554). Prediction was correct (predicted 'Pullover', true 'Pullover'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Pullover'.,8
68,6,Shirt,6,Shirt,0.554297,0.810884,0.638348,2,Pullover,0.172536,7.356455,True,general_uncertainty,"Moderate uncertainty (0.554). Prediction was correct (predicted 'Shirt', true 'Shirt'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Shirt'.,8
4579,4,Coat,4,Coat,0.554313,0.839808,0.758567,2,Pullover,0.081241,8.507378,True,general_uncertainty,"Moderate uncertainty (0.554). Prediction was correct (predicted 'Coat', true 'Coat'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Coat'.,8
48440,2,Pullover,2,Pullover,0.554399,0.809513,0.634758,6,Shirt,0.174755,9.303312,True,low_intra_class_diversity,Medium entropy (0.554) with sparse feature-space neighbourhood for 'Pullover' (density_dist=9.303 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Pullover'.,8
16150,6,Shirt,6,Shirt,0.554414,0.803462,0.623034,2,Pullover,0.180428,8.151752,True,general_uncertainty,"Moderate uncertainty (0.554). Prediction was correct (predicted 'Shirt', true 'Shirt'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Shirt'.,8
11633,3,Dress,3,Dress,0.554471,0.842016,0.763065,6,Shirt,0.078951,6.675734,True,general_uncertainty,"Moderate uncertainty (0.554). Prediction was correct (predicted 'Dress', true 'Dress'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dress'.,8
16690,8,Bag,8,Bag,0.554480,0.823760,0.676991,5,Sandal,0.146768,15.576774,True,low_intra_class_diversity,Medium entropy (0.554) with sparse feature-space neighbourhood for 'Bag' (density_dist=15.577 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Bag'.,8
23383,4,Coat,4,Coat,0.554584,0.773906,0.551673,2,Pullover,0.222233,7.089334,True,general_uncertainty,"Moderate uncertainty (0.555). Prediction was correct (predicted 'Coat', true 'Coat'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Coat'.,8
29004,0,T-shirt/top,0,T-shirt/top,0.554614,0.825971,0.678659,6,Shirt,0.147312,7.543781,True,general_uncertainty,"Moderate uncertainty (0.555). Prediction was correct (predicted 'T-shirt/top', true 'T-shirt/top'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'T-shirt/top'.,8
45770,7,Sneaker,7,Sneaker,0.554621,0.757421,0.514896,9,Ankle boot,0.242524,8.633552,True,general_uncertainty,"Moderate uncertainty (0.555). Prediction was correct (predicted 'Sneaker', true 'Sneaker'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Sneaker'.,8
6512,4,Coat,4,Coat,0.554628,0.779004,0.563077,6,Shirt,0.215927,6.458091,True,general_uncertainty,"Moderate uncertainty (0.555). Prediction was correct (predicted 'Coat', true 'Coat'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Coat'.,8
40178,4,Coat,4,Coat,0.554720,0.786051,0.578940,6,Shirt,0.207111,8.251909,True,general_uncertainty,"Moderate uncertainty (0.555). Prediction was correct (predicted 'Coat', true 'Coat'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Coat'.,8
33693,3,Dress,3,Dress,0.554817,0.780107,0.565598,0,T-shirt/top,0.214509,7.287414,True,general_uncertainty,"Moderate uncertainty (0.555). Prediction was correct (predicted 'Dress', true 'Dress'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dress'.,8
42650,6,Shirt,6,Shirt,0.554874,0.851525,0.767924,0,T-shirt/top,0.083601,11.562322,True,low_intra_class_diversity,Medium entropy (0.555) with sparse feature-space neighbourhood for 'Shirt' (density_dist=11.562 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Shirt'.,8
28668,7,Sneaker,7,Sneaker,0.554874,0.772654,0.548625,9,Ankle boot,0.224028,12.119014,True,low_intra_class_diversity,Medium entropy (0.555) with sparse feature-space neighbourhood for 'Sneaker' (density_dist=12.119 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Sneaker'.,8
31679,3,Dress,3,Dress,0.555067,0.828976,0.693093,6,Shirt,0.135883,7.986763,True,general_uncertainty,"Moderate uncertainty (0.555). Prediction was correct (predicted 'Dress', true 'Dress'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dress'.,8
2773,6,Shirt,6,Shirt,0.555144,0.880450,0.848624,0,T-shirt/top,0.031826,8.443426,True,general_uncertainty,"Moderate uncertainty (0.555). Prediction was correct (predicted 'Shirt', true 'Shirt'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Shirt'.,8
42491,3,Dress,3,Dress,0.555296,0.826939,0.675237,6,Shirt,0.151702,10.417796,True,low_intra_class_diversity,Medium entropy (0.555) with sparse feature-space neighbourhood for 'Dress' (density_dist=10.418 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dress'.,8
37639,6,Shirt,6,Shirt,0.555326,0.848428,0.771798,2,Pullover,0.076629,9.191668,True,low_intra_class_diversity,Medium entropy (0.555) with sparse feature-space neighbourhood for 'Shirt' (density_dist=9.192 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Shirt'.,8
21080,2,Pullover,2,Pullover,0.555402,0.834208,0.724711,6,Shirt,0.109497,9.482927,True,low_intra_class_diversity,Medium entropy (0.555) with sparse feature-space neighbourhood for 'Pullover' (density_dist=9.483 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Pullover'.,8
52871,2,Pullover,2,Pullover,0.555428,0.840512,0.720846,6,Shirt,0.119665,8.417263,True,general_uncertainty,"Moderate uncertainty (0.555). Prediction was correct (predicted 'Pullover', true 'Pullover'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Pullover'.,8
31382,4,Coat,4,Coat,0.555482,0.827303,0.682141,3,Dress,0.145162,6.632741,True,general_uncertainty,"Moderate uncertainty (0.555). Prediction was correct (predicted 'Coat', true 'Coat'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Coat'.,8
46620,7,Sneaker,7,Sneaker,0.555571,0.759031,0.518524,9,Ankle boot,0.240508,8.632975,True,general_uncertainty,"Moderate uncertainty (0.556). Prediction was correct (predicted 'Sneaker', true 'Sneaker'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Sneaker'.,8
28144,2,Pullover,4,Coat,0.555630,0.763578,0.528452,2,Pullover,0.235127,9.189174,False,low_intra_class_diversity,Medium entropy (0.556) with sparse feature-space neighbourhood for 'Pullover' (density_dist=9.189 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Pullover'.,8
53824,4,Coat,4,Coat,0.555677,0.802539,0.621975,2,Pullover,0.180564,7.222095,True,general_uncertainty,"Moderate uncertainty (0.556). Prediction was correct (predicted 'Coat', true 'Coat'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Coat'.,8
45309,0,T-shirt/top,0,T-shirt/top,0.555707,0.788082,0.585279,2,Pullover,0.202804,9.165206,True,low_intra_class_diversity,Medium entropy (0.556) with sparse feature-space neighbourhood for 'T-shirt/top' (density_dist=9.165 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'T-shirt/top'.,8
636,6,Shirt,6,Shirt,0.555748,0.839034,0.736144,2,Pullover,0.102890,8.173141,True,general_uncertainty,"Moderate uncertainty (0.556). Prediction was correct (predicted 'Shirt', true 'Shirt'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Shirt'.,8
11499,0,T-shirt/top,0,T-shirt/top,0.555837,0.799441,0.611780,6,Shirt,0.187661,7.382300,True,general_uncertainty,"Moderate uncertainty (0.556). Prediction was correct (predicted 'T-shirt/top', true 'T-shirt/top'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'T-shirt/top'.,8
5053,3,Dress,3,Dress,0.555838,0.844623,0.759358,6,Shirt,0.085265,7.739288,True,general_uncertainty,"Moderate uncertainty (0.556). Prediction was correct (predicted 'Dress', true 'Dress'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dress'.,8
6989,7,Sneaker,7,Sneaker,0.555896,0.759007,0.518511,9,Ankle boot,0.240496,7.166533,True,general_uncertainty,"Moderate uncertainty (0.556). Prediction was correct (predicted 'Sneaker', true 'Sneaker'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Sneaker'.,8
36181,0,T-shirt/top,0,T-shirt/top,0.555900,0.756379,0.512825,6,Shirt,0.243554,8.953410,True,low_intra_class_diversity,Medium entropy (0.556) with sparse feature-space neighbourhood for 'T-shirt/top' (density_dist=8.953 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'T-shirt/top'.,8
53932,6,Shirt,6,Shirt,0.556064,0.799102,0.612598,4,Coat,0.186504,6.764762,True,general_uncertainty,"Moderate uncertainty (0.556). Prediction was correct (predicted 'Shirt', true 'Shirt'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Shirt'.,8
540,6,Shirt,6,Shirt,0.556240,0.762310,0.525646,0,T-shirt/top,0.236664,9.030221,True,low_intra_class_diversity,Medium entropy (0.556) with sparse feature-space neighbourhood for 'Shirt' (density_dist=9.030 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Shirt'.,8
22394,4,Coat,4,Coat,0.556284,0.829441,0.700948,6,Shirt,0.128493,8.997637,True,low_intra_class_diversity,Medium entropy (0.556) with sparse feature-space neighbourhood for 'Coat' (density_dist=8.998 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Coat'.,8
33734,3,Dress,3,Dress,0.556334,0.826098,0.685363,6,Shirt,0.140735,7.744252,True,general_uncertainty,"Moderate uncertainty (0.556). Prediction was correct (predicted 'Dress', true 'Dress'). No specific structural gap identified. General concept reinforcement is indicated.",strengthen_concept_representation,Reinforce the model's general understanding of the true class by revisiting representative training examples.,RETRIEVAL,Objective 'strengthen_concept_representation' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Dress'.,8
25499,7,Sneaker,7,Sneaker,0.556351,0.771754,0.546617,5,Sandal,0.225137,10.020574,True,low_intra_class_diversity,Medium entropy (0.556) with sparse feature-space neighbourhood for 'Sneaker' (density_dist=10.021 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Sneaker'.,8
40219,6,Shirt,6,Shirt,0.556491,0.758623,0.517707,4,Coat,0.240916,9.441475,True,low_intra_class_diversity,Medium entropy (0.556) with sparse feature-space neighbourhood for 'Shirt' (density_dist=9.441 > threshold 8.935). This sample lies in an underrepresented region of the class distribution.,increase_intra_class_diversity,Expose the model to a wider range of visual appearances within the true class to improve robustness of the class representation.,RETRIEVAL,Objective 'increase_intra_class_diversity' requires broadening class coverage. Retrieval Learning selected: will retrieve diverse examples spanning the full visual range of 'Shirt'.,8
